James ate 22 carrot sticks before dinner and 15 more after dinner. How many carrot sticks did he eat? ,Arithmetic,Addition,,,19
Charles found 6 pennies on his way to school. He also had 3 nickels already at home. How much money does he now have in all? ,Arithmetic,Addition,,,26
"Jovana filled her bucket with 5 pounds of shells. If she adds 12 more pounds of shell to fill her bucket, how many pounds does she have? ",Arithmetic,Addition,,,27
"Jovana filled her bucket with 5 pounds of shells. If a friend comes to add 15 pounds of shells, and another friend comes to add 17 pounds of shells, how many pounds does she have altogether? ",Arithmetic,Addition,,,36
"Isha's pencil is 12 cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils? ",Arithmetic,Addition,,,23
Isabella's hair is 18 cubes long. She gets hair extensions and it doubles her length. How much hair does she have now? ,Arithmetic,Addition,,,22
"Isabella's hair is 18 cubes long. If her hair grows 4 more inches, how long will it be? ",Arithmetic,Addition,,,18
Mrs. Sheridan has 17 cats. Mr. Sheridan gave her 14 more cats. How many cats does Mrs. Sheridan have altogether? ,Arithmetic,Addition,,,20
Mrs. Sheridan has 22 fish. Her sister gave her 47 more fish. How many fish does she have now? ,Arithmetic,Addition,,,19
Cade had 87 marbles. He gave 8 to Dylan. How many does he have left? ,Arithmetic,Subtraction,,,15
Michael has some fish in his fish tank. Ben gave him 18 more fish. Now he has 49. How many fish did he have to begin with? ,Arithmetic,Subtraction,,,27
Alyssa had 129 cookies. Aiyanna has 140. How many more cookies does Aiyanna have than Alyssa? ,Arithmetic,Subtraction,,,16
Daniel had some noodles. He gave 12 noodles to William. Now Daniel only has 54 noodles. How many noodles did Daniel have to begin with? ,Arithmetic,Addition,,,25
Hayley had 25 meatballs on her plate. Kirsten stole some of her meatballs. Now she has 11 meatballs on her plate. How many meatballs did Kirsten steal? ,Arithmetic,Subtraction,,,27
"Isabella's hair is 18 inches long. If she gets a haircut and now her hair is 9 inches long, how much of Isabella's hair got cut off? ",Arithmetic,Subtraction,,,27
Isabella's hair is 18 inches long. By the end of the year her hair is 24 inches long. How much hair did she grow? ,Arithmetic,Subtraction,,,24
Jovana had 5 pounds of shells in her bucket. She added some shells and now has 28 pounds of shells. How many pounds did she add? ,Arithmetic,Subtraction,,,26
"Isha's pencil is 31 inches long. If she sharpens it, now her pencil is 14 inches long. How much did she sharpen off of her pencil? ",Arithmetic,Subtraction,,,26
"Isha's pencil is 22 inches long. If she sharpens two inches off on Monday and two inches on Tuesday, how long will her pencil be then? ",Arithmetic,Subtraction,,,26
14 birds were sitting in a tree. 21 more birds flew up to the tree. How many birds were there altogether in the tree? ,Arithmetic,Addition,,,24
29 birds were sitting in a tree. Some more fly up to the tree. Then there were 42 birds in the tree. How many more flew up to the tree? ,Arithmetic,Subtraction,,,30
Beth has 74 crayons. She gives 25 of them away to Jen. How many crayons does Beth have left? ,Arithmetic,Subtraction,,,19
Cindy's mom baked 41 cookies. Paul's dad baked 38 cookies. They both brought them to school for a party. How many cookies did they have altogether? ,Arithmetic,Addition,,,26
"18 children were riding on the bus. At the bus stop, some more children got on the bus. Then there were 25 children altogether on the bus. How many children got on the bus at the bus stop? ",Arithmetic,Subtraction,,,38
Misha has 34 dollars. How many more dollars does she have to earn to have 47 dollars? ,Arithmetic,Subtraction,,,17
There were 28 girls and 35 boys on the playground at recess. How many children were there in all? ,Arithmetic,Addition,,,19
There were 51 geese in the farmer's field. 28 of the geese flew away. How many geese were left? ,Arithmetic,Subtraction,,,19
The elephant had 407 peanuts. She ate 129 of them. How many peanuts did the elephant have left? ,Arithmetic,Subtraction,,,18
There were 44 boys and 53 girls on the playground at recess. How many children were on the playground in all? ,Arithmetic,Addition,,,21
There were 58 geese and 37 ducks in the marsh. How many birds were there in all? ,Arithmetic,Addition,,,17
Paul had 42 strawberries in his basket. He picked 78 more strawberries. How many strawberries did he have then? ,Arithmetic,Addition,,,19
Robin had 18 pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all. How many pieces of gum did Robin's brother give her? ,Arithmetic,Subtraction,,,30
Bobby has 142 books. Kristi has 78 books. How many more books does Bobby have than Kristi? ,Arithmetic,Subtraction,,,17
"Tommy had some balloons. His mom gave him 34 more balloons for his birthday. Then, Tommy had 60 balloons. How many balloons did Tommy have to start with? ",Arithmetic,Subtraction,,,28
Alex had some candles for his Jack O' Lanterns. He used 32 of them. Now he has 12 left. How many candles did Alex have to start with? ,Arithmetic,Addition,,,28
There were 14 kids on the soccer field. 22 kids decided to join in. Now how many kids are on the soccer field? ,Arithmetic,Addition,,,23
Finn has 89 goldfish. 32 of the goldfish die. How many goldfish are left? ,Arithmetic,Subtraction,,,14
"Jane has 28 old, brown sheets of drawing paper and 27 old, yellow sheets of drawing paper. How many pieces of drawing paper does she have? ",Arithmetic,Addition,,,26
Mikey had 356 leaves. Some of her leaves blew away. Now she has 112 leaves left. How many of her leaves blew away? ,Arithmetic,Subtraction,,,23
Marcus has 210 baseball cards. He has 58 more than Carter. How many baseball cards does Carter have? ,Arithmetic,Subtraction,,,18
Gavin has 23 shirts. 6 are blue the rest are green. How many green shirts does Gavin have? ,Arithmetic,Subtraction,,,18
Ethan has 31 presents. Alissa has 22 more than Ethan. How many presents does Alissa have? ,Arithmetic,Addition,,,16
"Cindy had 41 pieces of candy. She ate six pieces in the morning, and twelve more pieces in the afternoon. How many pieces of candy does she have left? ",Arithmetic,Other,,,29
Robert wants to practice goal kicks for soccer. He decides to have 98 kicks before going home from the park. He takes 43 kicks before taking a break to get a drink of water. He then takes another 36 kicks. How many more kicks does he need to make before he goes home? ,Complex Arithmetic,,,,53
Cindy has 105 stickers. She uses 23 stickers. She buys 45 more stickers. How many stickers does Cindy have now? ,Complex Arithmetic,,,,20
Brian has 39 pencils. He gives 18 pencils to a friend. He buys 22 more pencils. How many pencils does Brian have now? ,Complex Arithmetic,,,,23
Karen has 252 markers. Her mother gives her 34 more markers. Karen loses 11 markers. How many markers does she have now? ,Complex Arithmetic,,,,22
On the first day of the week Pat had 39 stickers. Pat earned 22 more during the week. How many stickers did Pat have at the end of the week? ,Arithmetic,Addition,,,30
Kelly had 56 apples. How many more apples does Kelly need to pick to have 105 apples altogether? ,Arithmetic,Subtraction,,,18
Todd has some gum. Steve gave him 16 more pieces of gum. Now Todd has 54 pieces of gum. How many pieces did Todd have to start with? ,Arithmetic,Subtraction,,,28
Josh had 142 pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left? ,Arithmetic,Subtraction,,,17
Nell collects baseball cards. She had 304 cards. She gave some of her cards to Jeff and now has 276 cards left. How many cards did Nell give to Jeff? ,Arithmetic,Subtraction,,,30
"Sarah had some trucks. She gave 13 to Jeff, and now she has 38 trucks left. How many trucks did Sarah have to start with? ",Arithmetic,Addition,,,25
There are 40 boys and some girls on the playground. There are 117 children altogether. How many girls are on the playground? ,Arithmetic,Subtraction,,,22
Megan had 49 markers. Robert gave her 39 more markers. How many markers does Megan have altogether? ,Arithmetic,Addition,,,17
Each CD rack holds 8 CDs. A shelf can hold four racks. How many total CDs can fit on the shelf? ,Arithmetic,Multiplication,,,21
Carla has some marbles. She bought 134 marbles. Now she has 187 marbles. How many did she start with? ,Arithmetic,Subtraction,,,19
Paco had 35 cookies. He ate 6 of them. How many cookies did Paco have left? ,Arithmetic,Subtraction,,,16
Kelly has 50 Nintendo games. How many does she need to give away so that she will have 35 games left? ,Arithmetic,Subtraction,,,21
Connie had some marbles. She gave 73 to Juan. Now she has 70 marbles left. How many did she have to start with? ,Arithmetic,Addition,,,23
Connie has 41 red markers and 64 blue markers. How many markers does she have altogether? ,Arithmetic,Addition,,,16
Iesha has 58 books. 19 are about school and the rest are about sports. How many books about sports does Iesha have? ,Arithmetic,Subtraction,,,22
James has 232 balloons. Amy has 101 balloons. How many more balloons does James have than Amy? ,Arithmetic,Subtraction,,,17
Sean has 45 whistles. He has 32 more whistles that Charles. How many whistles does Charles have? ,Arithmetic,Subtraction,,,17
Connie has 39 marbles. Juan has 25 more marbles than Connie. How many marbles does Juan have? ,Arithmetic,Addition,,,17
"Joe had fifty (50) toy cars. If he gets twelve(12) more cars, how many cars will he have then? ",Arithmetic,Addition,,,19
Maria had twenty-five (25) pieces of gum. Tommy gave her sixteen (16) more pieces. Luis gave her twenty (20) more pieces. How many pieces of gum does Maria have now? ,Complex Arithmetic,,,,30
There are sixty-four (64) pigs in the barn. Some more come to join them. Now there are eighty-six (86) pigs. How many pigs came to join them? ,Arithmetic,Subtraction,,,27
"Rosa had sixty-seven (67) flowers. Andre gave her some more flowers. Now, Rosa has ninety (90) flowers. How many flowers did Andre give to Rosa? ",Arithmetic,Subtraction,,,25
Adolfo made a tower with thirty-five (35) blocks. He added some more blocks and now he has sixty-five (65) blocks. How many did he have to add? ,Arithmetic,Subtraction,,,27
Lucy put sixty-eight (68) shells in her bucket. She found some more shells and now she has eighty-nine (89) shells. How many more did she find? ,Arithmetic,Subtraction,,,26
Hugo had seventy-nine (79) stickers in his sticker book. He got some more to add to his book and now he has one hundred-twenty (120) stickers. How many did he add to his book? ,Arithmetic,Subtraction,,,34
Seven red apples and two green apples are in the basket. How many apples are in the basket?,Arithmetic,Addition,,,18
Ellen has six more balls than Marin. Marin has nine balls. How many balls does Ellen have?,Arithmetic,Addition,,,17
Janet has nine oranges and Sharon has seven oranges. How many oranges do Janet and Sharon have together?,Arithmetic,Addition,,,18
Allan has two peaches and Jake has four peaches. How many peaches do Allan and Jake have together?,Arithmetic,Addition,,,18
Some plums were in the basket. Four more plums were added to the basket. Now there are nine plums. How many plums were in the basket before more plums were added?,Arithmetic,Subtraction,,,31
Adam has five more apples than Jackie. Jackie has nine apples. How many apples does Adam have?,Arithmetic,Addition,,,17
Brian has four more plums than Paul. Paul has seven plums. How many plums does Brian have?,Arithmetic,Addition,,,17
Audrey has three more marbles than Billy. Billy has two marbles. How many marbles does Audrey have?,Arithmetic,Addition,,,17
Seven balls were in the basket. More balls were added to the basket. Now there are 13 balls. How many balls were added to the basket?,Arithmetic,Subtraction,,,26
Steven has five more oranges than Jackie. Jackie has two oranges. How many oranges does Steven have?,Arithmetic,Addition,,,17
Eight balls are in the basket. Six more balls are put in the basket. How many balls are in the basket now?,Arithmetic,Addition,,,22
14 oranges were in the basket. Five are red and the rest are green. How many oranges are green?,Arithmetic,Subtraction,,,19
Nine peaches were in the basket. Four are red and the rest are green. How many peaches are green?,Arithmetic,Subtraction,,,19
Some pears were in the basket. Two more pears were added to the basket. Now there are 11 pears. How many pears were in the basket before more pears were added?,Arithmetic,Subtraction,,,31
Sandra has six peaches and Marcie has two peaches. How many peaches do Sandra and Marcie have together?,Arithmetic,Addition,,,18
Some oranges were in the basket. Five more oranges were added to the basket. Now there are 14 oranges. How many oranges were in the basket before more oranges were added?,Arithmetic,Subtraction,,,31
32 balls were in the basket. 14 are red and the rest are green. How many balls are green?,Arithmetic,Subtraction,,,19
Some marbles were in the basket. 24 more marbles were added to the basket. Now there are 48 marbles. How many marbles were in the basket before more marbles were added?,Arithmetic,SUbtraction,,,31
14 pears are in the basket. Seven more pears are put in the basket. How many pears are in the basket now?,Arithmetic,Addition,,,22
17 plums were in the basket. More plums were added to the basket. Now there are 21 plums. How many plums were added to the basket?,Arithmetic,Subtraction,,,26
14 red plums and four green plums are in the basket. How many plums are in the basket?,Arithmetic,Addition,,,18
Marin has nine apples and Donald has two apples. How many apples do Marin and Donald have together?,Arithmetic,Addition,,,18
11 peaches were in the basket. More peaches were added to the basket. Now there are 18 peaches. How many peaches were added to the basket?,Arithmetic,Subtraction,,,26
Marcie has seven more marbles than Marin. Marin has 21 marbles. How many marbles does Marcie have?,Arithmetic,Addition,,,17
Five oranges are in the basket. 20 more oranges are put in the basket. How many oranges are in the basket now?,Arithmetic,Addition,,,22
Some plums were in the basket. 20 more plums were added to the basket. Now there are 29 plums. How many plums were in the basket before more plums were added?,Arithmetic,Subtraction,,,31
46 apples were in the basket. 22 are red and the rest are green. How many apples are green?,Arithmetic,Subtraction,,,19
Five red peaches and 14 green peaches are in the basket. How many peaches are in the basket?,Arithmetic,Addition,,,18
20 oranges were in the basket. More oranges were added to the basket. Now there are 25 oranges. How many oranges were added to the basket?,Arithmetic,Subtraction,,,26
20 apples are in the basket. Seven more apples are put in the basket. How many apples are in the basket now?,Arithmetic,Addition,,,22
20 peaches are in the basket. 25 more peaches are put in the basket. How many peaches are in the basket now?,Arithmetic,Addition,,,22
17 balls were in the basket. More balls were added to the basket. Now there are 25 balls. How many balls were added to the basket?,Arithmetic,Subtraction,,,26
Two marbles are in the basket. Two marbles are taken out of the basket. How many marbles are in the basket now?,Arithmetic,Subtraction,,,22
Nine oranges are in the basket. Four are red and the rest are green. How many oranges are green?,Arithmetic,Subtraction,,,19
Eight marbles are in the basket. Four are red and the rest are green. How many marbles are green?,Arithmetic,Subtraction,,,19
Audrey has two fewer balls than Paul. Paul has eight balls. How many balls does Audrey have?,Arithmetic,Subtraction,,,17
Billy has three apples. Amy has three apples. How many more apples does Amy have than Billy?,Arithmetic,Subtraction,,,17
Four plums are in the basket. Two plums are taken out of the basket. How many plums are in the basket now?,Arithmetic,Subtraction,,,22
Brian has three fewer peaches than Paul. Paul has seven peaches. How many peaches does Brian have?,Arithmetic,Subtraction,,,17
Adam has two oranges. Michele has two oranges. How many more oranges does Michele have than Adam?,Arithmetic,Subtraction,,,17
Some pears were in the basket. Three pears were taken from the basket. Now there are zero pears. How many pears were in the basket before some of the pears were taken?,Arithmetic,Addition,,,32
Eight balls were in the basket. Some of the balls were removed from the basket. Now there are six balls. How many balls were removed from the basket?,Arithmetic,Subtraction,,,28
David has zero fewer pears than Amy. Amy has five pears. How many pears does David have?,Arithmetic,Subtraction,,,17
Eight balls are in the basket. Eight are red and the rest are green. How many balls are green?,Arithmetic,Subtraction,,,19
Some oranges were in the basket. Five oranges were taken from the basket. Now there are three oranges. How many oranges were in the basket before some of the oranges were taken?,Arithmetic,Subtraction,,,32
Two oranges are in the basket. Two are red and the rest are green. How many oranges are green?,Arithmetic,Subtraction,,,19
Three oranges are in the basket. Three are red and the rest are green. How many oranges are green?,Arithmetic,Subtraction,,,19
Amy has zero fewer peaches than Michele. Michele has two peaches. How many peaches does Amy have?,Arithmetic,Subtraction,,,17
Audrey has 26 peaches. Paul has 48 peaches. How many more peaches does Paul have than Audrey?,Arithmetic,Subtraction,,,17
16 pears are in the basket. 15 are red and the rest are green. How many pears are green?,Arithmetic,Subtraction,,,19
Sharon has seven plums. Allan has 10 plums. How many more plums does Allan have than Sharon?,Arithmetic,Subtraction,,,17
13 balls were in the basket. Some of the balls were removed from the basket. Now there are seven balls. How many balls were removed from the basket?,Arithmetic,Subtraction,,,28
Jake has six fewer peaches than Steven. Steven has 13 peaches. How many peaches does Jake have?,Arithmetic,Subtraction,,,17
Some marbles were in the basket. 16 marbles were taken from the basket. Now there are 28 marbles. How many marbles were in the basket before some of the marbles were taken?,Arithmetic,Subtraction,,,32
34 marbles are in the basket. 24 are red and the rest are green. How many marbles are green?,Arithmetic,Subtraction,,,19
David has zero fewer apples than Marin. Marin has three apples. How many apples does David have?,Arithmetic,Subtraction,,,17
50 pears are in the basket. 21 are red and the rest are green. How many pears are green?,Arithmetic,Subtraction,,,19
20 balls are in the basket. 19 are red and the rest are green. How many balls are green?,Arithmetic,Subtraction,,,19
Some peaches were in the basket. Two peaches were taken from the basket. Now there are zero peaches. How many peaches were in the basket before some of the peaches were taken?,Arithmetic,Subtraction,,,32
13 plums are in the basket. Seven plums are taken out of the basket. How many plums are in the basket now?,Arithmetic,Subtraction,,,22
Jake has 34 fewer balls than Audrey. Audrey has 41 balls. How many balls does Jake have?,Arithmetic,Subtraction,,,17
Some marbles were in the basket. 19 marbles were taken from the basket. Now there are 19 marbles. How many marbles were in the basket before some of the marbles were taken?,Arithmetic,Subtraction,,,32
Paul has four plums. Jennifer has seven plums. How many more plums does Jennifer have than Paul?,Arithmetic,Subtraction,,,17
Brian has zero fewer oranges than Marcie. Marcie has 12 oranges. How many oranges does Brian have?,Arithmetic,Subtraction,,,17
Josh had 16 marbles in his collection. He lost 7 marbles. How many marbles does he have now? ,Arithmetic,Subtraction,,,18
Megan has 19 seashells. How many more seashells does she need to find to have 25 seashells in her collection? ,Arithmetic,Subtraction,,,20
Brad has 17 balloons. 8 balloons are red and the rest are green. How many green balloons does Brad have? ,Arithmetic,Subtraction,,,20
There are 38 books on the shelf. Marta put 10 more books on the shelf. How many books are on the shelf now? ,Arithmetic,Addition,,,23
A bee has 6 legs. How many legs do 8 bees have? ,Arithmetic,Multiplication,,,12
Mrs. Hilt bought an ice cream cone for 99 cents. How much would 2 ice cream cones cost? ,Arithmetic,Multiplication,,,18
Mrs. Hilt wants to make a border around her garden. She needs 125 rocks to complete the border. She has 64 rocks. How many more rocks does she need to complete the border? ,Arithmetic,Subtraction,,,33
Mrs. Hilt had 38 marbles. She lost 15 of them. How many marbles does she have left? ,Arithmetic,Subtraction,,,17
The Hawks scored three touchdowns worth 7 points each. How many points do they have? ,Arithmetic,Multiplication,,,15
Zach scored 42 points in the football game. Ben scored 21 points. How many more points did Zach score? ,Arithmetic,Subtraction,,,19
Kate has 223 pennies. John has 388 pennies. How many more pennies does John have?,Arithmetic,Subtraction,,,15
Tim had 50 cents. He paid 45 cents for a candy bar. How much change will he get?,Arithmetic,Subtraction,,,18
"Mark has 13 trees in his backyard. If he plants 12 more, how many trees will he have?",Arithmetic,Addition,,,18
Kim has 4 cousins. She wants to give each one 5 pieces of gum. How much gum will she need?,Arithmetic,Multiplication,,,20
5 boats are in the lake. Each boat has 3 people. How many people are on boats in the lake?,Arithmetic,Multiplication,,,20
Randy has 78 blocks. He uses 19 blocks to build a tower. How many blocks are left?,Arithmetic,Subtraction,,,17
Bryan has 50 skittles. Ben has 20 M&M's. Who has more? How many more does he have?,Arithmetic,Subtraction,,,17
"He started by making mini sandwiches. If he has 4 friends coming over and he made 3 sandwiches for each one of them, how many sandwiches did he make in total?",Arithmetic,Division,,,31
"He also made some juice from fresh oranges. If he used 2 oranges per glass of juice and he made 6 glasses of juice, how many oranges did he use?",Arithmetic,Division,,,30
"Then he started to prepare the games. If each game takes 5 minutes to prepare and he prepared a total of 5 games, how many minutes did it take for Andrew to prepare all the games?",Arithmetic,Division,,,36
"Andrew's 4 friends decided to bring food as well. If each of them brought 4 slices of pizza, how many slices of pizza do they have in total?",Arithmetic,Division,,,28
"Lastly, Andrew tried to compute his expenses for the game night. If he spent 9 dollars for each game they played and they played a total of 5 games, how much money did he spend that night?",Arithmetic,Division,,,37
"Mona prepared rainbow colored cupcakes for dessert. If she made 7 sets for each of the 7 colors of the rainbow and each set has 6 cupcakes, how many cupcakes did Mona prepare in total?",Arithmetic,Division,,,35
"Her mom also baked some cookies. If she baked 5 pans of cookies and there are 8 cookies per pan, how many cookies did her mom bake for her birthday?",Arithmetic,Division,,,30
"They planned to serve some cold drinks as well. If they plan to make 9 pitchers of drinks and each pitcher can fill 6 glasses, how many glasses of drinks are they planning to prepare in total?",Arithmetic,Division,,,37
"They decided to hold the party in their backyard. If they have 8 sets of tables and each set has 7 chairs, how many chairs do they have for the guests?",Arithmetic,Division,,,31
"At the end of the party, Mona gave away some souvenirs to her 6 closest friends. If each of them received 2 souvenir items, how many souvenirs did Mona give away?",Arithmetic,Division,,,31
Ted has 15 candy bars. He wants to put them into 5 bags so there are the same number of candy bars in each bag. How many candy bars should go in each bag?,Arithmetic,Division,,,34
A candy store has 6 boxes of chocolates. Each box has 500 pieces. How many pieces are there altogether in the 6 boxes?,Arithmetic,Division,,,23
You want to share 34 pencils among 6 friends. How many would each friend get?,Arithmetic,Division,,,15
Martha bought 18 small cakes. She has 3 children. She would like to divide the cakes among her children so that each child gets the same amount. How many cakes would each child get?,,Division,,,34
"Julian is writing a comic book. His story has 143 frames in all. If he wants to put exactly 11 frames on each page, how many pages would he have?",Arithmetic,Division,,,30
Jesse's room is 12 feet long and 8 feet wide. How much carpet does she need to cover the whole floor?,Arithmetic,Multiplication,,,21
"There are 5 people on the Green Bay High track team. If a relay race is 150 meters long, and all 5 team members participate, how far will each team member have to run?",Arithmetic,Division,,,34
It takes 4 feet of cotton to make a tee-shirt. How many tee-shirts can be made with 60 feet of material?,Arithmetic,Division,,,21
My car gets 20 miles per gallon. How many miles can I drive on 5 gallons of gas?,Arithmetic,Division,,,18
It takes 7 minutes to bake one pan of cookies. How long will it take to bake 4 pans of cookies?,Arithmetic,Division,,,21
"My car gets 20 miles per gallon of gas. If Grandma's house is 100 miles away, how many gallons of gas would it take to get to her house?",Arithmetic,Division,,,29
Robin has 9 packages of gum. There are 15 pieces in each package. How many pieces of gum does Robin have?,Arithmetic,Multiplication,,,21
63 people are going to the zoo. There are 3 cars to take people to the zoo. How many will go in each car if the same number go in each car?,Arithmetic,Division,,,32
"I have 80 cents to buy candy. If each gumdrop costs 4 cents, how many gumdrops can I buy?",Arithmetic,Division,,,19
Maggi had 3 packages of cupcakes. There are 4 cupcakes in each package. She ate 5 cupcakes. How many are left?,Arithmetic,Division,,,21
58 children are taking a bus to the zoo. They sit 2 children in every seat. How many seats will the children need in all?,Arithmetic,Division,,,25
"The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts, how many t-shirts did they order?",Arithmetic,Multiplication,,,21
"A dime is 1/2 inch wide. If you put 5 dimes end to end, how long would they be from beginning to end? ",Arithmetic,Multiplication,,,23
You have 10 cookies and want to give 1/2 of them to a friend. How many do you give to your friend? ,Arithmetic,Multiplication,,,22
You have 8 donuts and you want to give 1/4 of them to a friend. How many donuts would your friend get? ,Arithmetic,Multiplication,,,22
You have 6 donuts and you want to give 2/3 of them to a friend and keep the rest for yourself. How many donuts would your friend get? ,Arithmetic,Multiplication,,,28
Five friends buy a package of 12 cookies and want to share them equally. Each friend will get 1/5 of the cookies. How much will each friend get? ,Arithmetic,Multiplication,,,28
3/4 of a pan of brownies was sitting on the counter. You decided to eat 1/3 of the brownies in the pan. How much of the whole pan of brownies did you eat? ,Arithmetic,Multiplication,,,33
You have 2/3 of a pumpkin pie left over from Thanksgiving. You want to give 1/2 of it to your sister. How much of the whole pumpkin pie will this be? ,Arithmetic,Multiplication,,,31
You have 2/4 of a pizza and you want to share it equally between 2 people. How much of the pizza does each person get?,Arithmetic,Division,,,25
A baker is making cakes for a big party. She uses 1/4 cup of oil for each cake. How many cakes can she make if she has a bottle of oil that has 6 cups in it? ,Arithmetic,Division,,,37
The serving size for the granola that Ted likes to eat for breakfast is 3/4 cup. How many servings are there in a box that holds 13 cups? ,Arithmetic,Division,,,28
How many 1/2 cup servings are in a package of cheese that contains 5 1/4 cups altogether? ,Arithmetic,Division,,,17
Mrs. Murphy's class is making pillow cases. Each pillow case uses 3/4 of a yard of fabric. How many pillow cases can they make out of 12 1/2 yards of fabric? ,Arithmetic,Division,,,31
A book shelf is 3 1/2 feet long. Each book on the shelf is 5/8 inches wide. How many books will fit on the shelf? ,Arithmetic,Division,,,25
Ellen went to a garage sale to buy chairs. Each chair cost 15 dollars. How much money did Ellen spend for the 12 chairs she bought?,Arithmetic,Multiplication,,,26
Three-toed sloths have four legs. How many toes would 25 sloths have?,Arithmetic,Multiplication,,,12
Albert has two snakes. The garden snake is 10 inches long. The boa constrictor is 7 times longer than the garden snake. How long is the boa constrictor?,Arithmetic,Multiplication,,,28
"Albert's cabbage patch has 12 rows of cabbage. In each row, there are 15 heads of cabbage. How many heads of cabbage does Albert have in all?",Arithmetic,Multiplication,,,27
Marie can bike at a speed of 12 miles an hour. How far can she bike in 31 hours?,Arithmetic,Multiplication,,,19
"Tammy drove 55 miles in one hour. At that rate, how far can she drive in 36 hours?",Arithmetic,Multiplication,,,18
Sue's family went on vacation. Her mom drove the car at 60 mph. They camped at a campground after traveling for 5 hours. How far was the campground from their home?,Arithmetic,Multiplication,,,31
Brett drove 55 miles every hour. How many miles would he drive in 8 hours?,Arithmetic,Multiplication,,,15
A perfect score is 21 points. How many points would you have after three perfect games in a row?,Arithmetic,Multiplication,,,19
"Brian's car gets 20 miles per gallon. On his last trip, he used 3 gallons of gas. How many miles did he travel on his last trip?",Arithmetic,Multiplication,,,27
Bob's car gets 10 kilometers per gallon. How far can he drive on 10 gallons of gas?,Arithmetic,Multiplication,,,17
Each cup contains 8 ounces. How many ounces are in 33 cups?,Arithmetic,Multiplication,,,12
Deborah is running a marathon. She can run 4 miles in an hour. How long will it take her to run 26 miles?,Arithmetic,Division,,,23
