සුනඛඅලෙවි සැලක කුඩා සුනඛයෙකුගෙ මිල සහ ලොකු සුනඛයෙකුගෙ මිල රුපියල් 18000 කි. ලොකු සුනඛයෙකුගෙ මිල කුඩා සුනඛයෙකුගෙ මිල මෙන් 2 ගුණයකි. සුනඛයන්ගේ මිල වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=18000,2*x=y
සෙල්ලම් බඩු අලෙවි සැලක බෝනික්කන්  සහ සෙල්ලම් කාර් විකිණීමට ඇත. බෝනික්කෙක්  සහ සෙල්ලම් කාරයක  මිල රුපියල් 4800කි. සෙල්ලම් කාරයක  මිල බෝනික්කෙක්ගේ  මිල මෙන් 3 ගුණයකි. සෙල්ලම් කාරයක  සහ බෝනික්කෙක්ගේ  මිල වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=4800,3*x=y
ගෙවත්තක ඇති මුලු අඹ ගස් සහ  පොල් ගස් ගණන 15 කි. එහි අඹ ගස් මෙන් 4 ගුණයක් පොල් ගස් ඇත. ගෙවත්තෙහි ඇති අඹ ගස් සහ  පොල් ගස් ගණන වෙන වෙනම සොයන්න ,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=15,4*x=y
නිමාලි  ගෙ උපන් දින සාදයට පැමිණ සිටි ගැහැණුන් හා පිරිමින් ගණන 25 කි. එහි පිරිමින් මෙන් 4 ගුණයක්  ගැහැණුන් පැමිණ සිටියාය. පැමිණ සිටි ගැහැණුන් හා පිරිමින් ගණන වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=25,4*x=y
චිත්‍ර ශිල්පියෙකු සිතුවම් දෙකක් විකිණීමෙන් රුපියල් 3000 ක් ලබා ගත්තේය. එක් සිතුවමක මිල අනෙක් සිතුවමේ මිල මෙන් 2 ගුණයකි. සිතුවම් වල මිල ගණන් සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=3000,2*x=y
නාට්‍යයක් සඳහා විකුණුනු වැඩිහිටි ප්‍රවේශපත්‍ර  ගණන හා ළමා ප්‍රවේශ පත්‍ර ගණන ගණන 5000 කි. එහිදි ළමා ප්‍රවේශපත්‍ර මෙන් 4 ගුණයක්  වැඩිහිටි ප්‍රවේශපත්‍ර විකිණිනි. වැඩිහිටි ප්‍රවේශපත්‍ර  ගණන හා ළමා ප්‍රවේශ පත්‍ර ගණන වෙන වෙනම සොයන්න.,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=5000,4*x=y
රස කැවිලි කඩයක  විකුණුනු  ටොෆි සහ චොකලට් ගණන 120  කි. එහිදි විකිණී ඇති ටොෆි ගණන මෙන් 5 ගුණයක්  චොකලට්  විකිණිනි. ටොෆි ගණන හා චොකලට්  ගණන වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=120,5*x=y
උත්සවයකට බීම සැපයීම සඳහා දොඩම් බීම සහ නෙල්ලි බීම ලීටර 20ක් ගෙනෙන ලදි. දොඩම් බීම ප්‍රමාණය මෙන් 3 ගුණයක් නෙල්ලි බීම සපයා තිබුණි. එක් එක් බීම වර්ගයෙන් තිබූ බීම ලීටර ගණන වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=20,3*x=y
ගුවන් යානයක් ඉන්ධන ගැලුම් ගණන 35 ක් සහිතව ගමන් ආරම්භ කරයි.පළමු ගමනාන්තය වන විට වැය වු ඉන්ධන ගැලුම් ගණන මෙන් 6 ගුණයක් ඉන් පසු දෙවන ගමනාන්තය තෙක් වැය වුනි. ගමන් සඳහා වැය වු ඉන්ධන ප්‍රමාණවල් සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=35,6*x=y
මේරි රෝස මල්පොකුරක් සහ ඩේලියා මල්පොකුරක් රුපියල් 2700 කට මිලදී ගත්තාය. රෝස මල්පොකුරක මිල ඩේලියා මල්පොකුරක මිල මෙන් 2 ගුණයකි. රෝස මල්පොකුරක හා ඩේලියා මල්පොකුරක වල මිල වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=2700,2*x=y
පාසලක බේස්බෝල් කණ්ඩායමක් තරගාවලියක තරග 18 ක් සෙල්ලම් කල අතර. ඉන්  පැරදුනු තරග ගණන මෙන් 5 ගුණයක් ඔවුන් දිනූ තරග ගණන වේ. දිනූ තරග ගණන සහ පැරදුනු තරග ගණන වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=18,5*x=y
බඩු ප්‍රවහන රථයකට සහල් ගෝනි සහ සීනි ගෝනි 42 ක් ප්‍රවාහනය සඳහා පටවන ලදි. සීනි ගෝනි ගණන මෙන් 3 ගුණයක් සහල් ගෝනි පටවන ලදි. සහල් ගෝනි සහ සීනි ගෝනි ගණන වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=42,3*x=y
පියල් ඔහුගෙ දුවගේ වයස මෙන් 4 ගුණයක් වේ. පියල් සහ ඔහුගේ දියණිය ගේ වයස් වල එකතුව 40 කි. පියල්ගේ වයස සහ දියණියගේ වයස සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=40,4*x=y
රුවන් අර්ධ කාලීන රැකියා දෙකක් කරන අතර ඔහුගේ ගේ මාසික ආදායම රුපියල් 45000 කි. එක් රැකියාවකින් ලැබෙන ආදායම මෙන් 3 ගුණයක් අනෙක් රැකියාවෙන් ඔහු උපයයි.එක් එක් රැකියාවෙන් ලැබෙන ආදායම වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=40,4*x=y
නුවන්ට අලුත් අවුරුද්දට තෑගි වශයෙන් රුපියල් 6000 ක මුදලක් ලැබී තිබුණි. ඔහුට මවගෙන් ලබුණු මුදල මෙන් 2 ගුණයක් පියාගෙන් ලැබුණි. මවගෙන් හා පියාගෙන් නුවන් ට ලැබුණු මුදල් සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=6000,2*x=y
නයනිට ඇයගේ කැටය කැඩීමෙන් රුපියල් 5000 ක මුදලක් ලබා ගත්තාය. එහි කාසි වලින් තිබු මුදල මෙන් 4 ගුණයක් නෝට්ටු වලින් තිබුණි. කාසි වලින් හා නෝට්ටු වලින් ලැබුණු ගණන වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=5000,4*x=y
සාරා වෙළෙඳසැලට යන විට රුපියල් 6400 ක් රැගෙන ගිය අතර ඇය භාණ්ඩ ගැනීමට හා බිල්පත් සඳහා එය වැය කලාය.ඇය භාණ්ඩ වල මුදල මෙන් 3 ගුණයක් බිල්පත් සඳහා වැය වුණි.භාණ්ඩ හා බිල්පත් සඳහා වැය කල මුදල සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y6400,3*x=y
ජේන් සහ මේරි සතුව ඇති බෝනික්කන් ගණන 32 කි. ජේන් සතුව ඇති බෝනික්කන් ගණන මෙන් 3 ගුණයක් මේරි සතුව ඇත. ජේන් සහ මේරි සතුව ඇති බෝනික්කන් ගණන වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=32,3*x=y
පෙට්ටියක ලොකු ඉටිපන්දම් සහ පොඩි ඉටිපන්දම් 16 ක් ඇත. පොඩි ඉටිපන්දම් ගණන ලොකු ඉටිපන්දම් ගණන මෙන් 3 ගුණයකි. ලොකු ඉටිපන්දම් ගණන සහ පොඩි ඉටිපන්දම් ගණන වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=16,3*x=y
රුවන් සහ නුවන් සතුව ඇති මුලු සෙල්ලම් කාර් ගණන 24 කි. රුවන් සතුව ඇති ගණන මෙන් 3 ගුණයක් නුවන් සතුව ඇත. රුවන් සහ නුවන් සතුව ඇති සෙල්ලම් කාර් ගණන වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=24,3*x=y
විමල් කඩේට ගොස් රුපියල් 1500 කට සහල් සහ පරිප්පු රැගෙන ආවේය. පරිප්පු සඳහා වලට මෙන් 2 ගුණයක් සහල් සඳහා වැය වුනි. සහල් සහ පරිප්පු සඳහා වැය වූ මුදල වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=1500,3*x=y
සාරා ඇගේ උපන්දින සාදය සඳහා කෑම සහ බීම ඇණවුම් කල අතර ඒ සඳහා රුපියල් 9000 ක් වැය වුණි. ඇයට බීම වලට මෙන් 3 න් ගුණයක් කෑම සඳහා වැය වුනි. කෑම සහ බීම සඳහා වැය වූ මුදල වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=1500,3*x=y
කසුනි සතුව පාසලට ආධාර සඳහා විකිණීමට ලැබුණු ටිකට් පොතෙහි ඇති ටිකට්පත් ගණන 50 කි.මේ වන විට ඇය විකුණා ඇති ටිකට්පත් ගණන මෙන් 4 ගුණයක් විකිණීම සඳහා ඉතිරිව ඇත. විකුණා ඇති සහ ඉතිරි වී ඇති ටිකට්පත් ගණන කීයද,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=50,4*x=y
සංඛ්‍යා දෙකක  එකතුව 64 ක් වන අතර  එක් සංඛ්‍යාවක් අනෙක් සංඛ්‍යාව මෙන් 3 ගුණයකි.. සංඛ්‍යා දෙක සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=64,3*x=y
තරිඳුට නිවසේ සිට පාසලේ 15 Km ඇති  අතර ඔහු ඉන් යම් දුරක් බසයෙන් සහ ඉතිරිය පයින් යයි. ඔහු පයින් මෙන් 4 ගුණයක් බසයෙන් යයි. ඔහු පයින් සහ බසයෙන් යන දුර ප්‍රමාණවල් වෙන වෙනම සොයන්න,Type01,,,u1+u2=n2,(n1*u1)=u2,,x +y=15,4*x=y
"ජොන්සන් ෆාම් හි ඉරිඟු සහ තිරිඟු වගා කිරීම සඳහා ඉඩම් අක්කර 500 ක් වෙන් කර ඇත. ඉරිඟු සහ තිරිඟු වගා කිරීම සඳහා ඉරිඟු සඳහා ඩොලර් 42 ක් සහ තිරිඟු සඳහා ඩොලර් 30 ක් වැය වේ. මෙම භෝග වගා කිරීම සඳහා ජොන්සන් මහතා සතුව ඩොලර් 18,600 ක් ඇත. ඔහු මුළු ඉඩම සහ මුළු අයවැයම භාවිතා කළේ නම්, ඔහු ඉරිඟු අක්කර කීයක් සහ තිරිඟු අක්කර කීයක් සිටුවිය යුතුද?",Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(42*x)+(30*y)=18600,x+y=500
පැන්සල්ක් සහ මකනයක්  සඳහා රුපියල් 15 ක් වැය වන අතර පැන්සල් 2 ක් සහ මකන 3 ක් සඳහා රුපියල් 35 ක් වැය වේ. මකනයක සහ පැන්සලක මිල ගණනය කරන්න.,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(2*x)+(3*y)=35,x+y=15
"යාල වන සංරක්ෂණයේ මුවන්  සහ කොටියන් ගෙ අනුපාතය 2 සිට 9 දක්වා වේ.  කොටියන් ට වඩා මුවන් 35 ක් අඩු නම්, මුවන් සහ හාවන් ගණන වෙන වෙන්ම සොයන්න",Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,9*x=2*y,y-35=x
"පැන්සලක් සහ මකනයක්  සඳහා රුපියල් 15 ක් වැය වන අතර , පැන්සල් 2 ක් සහ මකන 3 ක් සඳහා රුපියල් 35 ක් වැය වේ. මකනයක සහ පැන්සලක මිල ගණනය කරන්න",Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(2*x)+(3*y)=35,x+y=15
උද්‍යාන මේසයක් සහ බංකුවක් සඳහා ඩොලර් 750 ක්  වේ. උද්‍යාන මේස 2 ක් සහ බංකු 3 ක් සඳහා ඩොලර් 1750 ක් වේ. බංකුවේ සහ උද්‍යාන මේසයක  පිරිවැය කුමක්ද?,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(2*x)+(3*y)=1750,x+y=750
කසුනි සතුව ටොෆි සහ චොකලට් වල එකතුව  50 ක් වේ.  ටොෆියක මිල රුපියල් 5 ක්  වන සහ චොකලට් එකක මිල රුපියල් 3 ක් නම් එ සඳහා ඇයට රුපියල් 120 ක් වැය වුණි.විකිණී ඇති  ටොෆි සහ චොකලට් ගණන වෙන වෙනම සොයන්න.,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(5*x)+(3*y)=120,x+y=50
තොප්පි සහ සපත්තු  වලින් සමන්විත මුළු අයිතම එකතුව 30 ක් ඔබ සතුව ඇත. සපත්තු  ඩොලර් 9 ක් සහ තොප්පි  ඩොලර් 5 ක්  වේ නම් එහි මුළු පිරිවැය ඩොලර් 190 කි. සපත්තු හා තොප්පි කීයක් බැගින් තිබේද?,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(9*x)+(5*y)=190,x+y=30
විමල්  කඩේට ගොස් සහල් සහ පරිප්පු එකතුව 8 kg  රැගෙන ආවේය. ඒ සඳහා ඔහුට රුපියල් 1500 ක් වැය වුණි. සහල් 1kgක් රුපියල් 150ක් වන අතර  පරිප්පු 1kgක් රුපියල් 100ක් වේ. පරිප්පු සහ සහල් ප්‍රමාණ්වල් වෙන වෙනම වෙන වෙනම සොයන්න,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(100*x)+(150*y)=1500,x+y=8
ගෘහ භාණ්ඩ අලෙවි සැලක මේසයක් සහ පුටුවක් සඳහා මිල රුපියල් 12500 කි. මේස 2 ක සහ පුටු 3 ක මිල රුපියල් 29000 ක් වේ නම්. මේසයක සහ පුටුවක මිල වෙන වෙනම සොයන්න,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(2*x)+(3*y)=29000,x+y=12500
ලොකු ඉටි පන්දමක් සහ පොඩි ඉටි පන්දමක් සඳහා 13ක් වැය වේ. එහි ඇති සෑම  පොඩි ඉටි පන්දම් 4 ක් සහ ලොකු ඉටි පන්දම් 3ක් රුපියල් 44 ක් වේ නම්. ලොකු ඉටි පන්දමක සහ පොඩි ඉටි පන්දමක මිල වෙන වෙනම සොයන්න,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(15*x)+(20*y)=270,x+y=16
පාසල් බෑගයක් සහ අත් බෑගයක් මිල සඳහා රුපියල් 990 ක් වැය වේ. පාසල් බෑග් 2 ක සහ අත් බෑග් 5 ක මිල රුපියල් 3300 ක් වේ නම් පාසල් බෑගයක හා අත් බෑගයක වෙන වෙනම සොයන්න,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(2*x)+(5*y)=3300,x+y=990
කඩයක රෝස මලක් සහ ඩේලියා මලක් සඳහා රුපියල් 65 ක් වැය වේ. රෝස මල් 2 ක් සහ ඩේලියා මල් 3 ක් රුපියල් 150 ක් වේ නම්. රෝස මලක  හා ඩේලියා මලක මිල වෙන වෙනම සොයන්,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(45*x)+(20*y)=2200,x+y=60
කුඩා තැපැල්පතක්  සහ විශාල තැපැල්පතක් සඳහා රුපියල් 15 ක් වැය වේ. කුඩා තැපැල්පත් 7 ක් සහ විශාල තැපැල්පත් 12 ක් රුපියල් 155 ක් වේ . ඇය සතුව කුඩා තැපැල්පතක සහ ගණන හා විශාල තැපැල්පතක මිල වෙන වෙනම සොයන්න,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(5*x)+(10*y)=450,x+y=30
නිල් පෑනක්  සහ රතු පෑනක් මිලදී ගැනීම සඳහා රුපියල් 22 ක් වැය වේ. රතු පෑන් 5 ක් සහ නිල් පෑන් 4 ක් රුපියල් 98 ක් වේ නම් රතු පෑනක සහ නිල් පෑනක මිල වෙන වෙනම සොයන්න,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(10*x)+(12*y)=200,x+y=18
කඩයක සෙල්ලම් කාර්  සහ බෝනික්කන් විකුනයි. සෙල්ලම් කාරයක් සහ බොනික්කෙක් සඳහා  රුපියල් 470 ක් වැය වේ. සෙල්ලම් කාර් 3 ක සහ බෝනික්කන් 5 ක මිල රුපියල් 1750 ක් වේ නම්  සෙල්ලම් කාරයක සහ බෝනික්කෙක් ගේ මිල සොයන්න  ,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(3*x)+(5*y)=1750,x+y=470
වෙළෙඳ සැලක අඹ ගෙඩියක් සහ දොඩම් ගෙඩියක් සඳහා රුපියල් 180 ක් වැය වේ. අඹ ගෙඩි 4 ක් සහ දොඩම් ගෙඩි 5 ක් රුපියල් 800 ක් වේ නම් අඹ ගෙඩියක සහ දොඩම් ගෙඩියක මිල වෙන වෙනම සොයන්න,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(4*x)+(5*y)=800,x+y=180
කඩයක ගවුමක සහ කමිසයක මිලෙහි එකතුව රුපියල් 1200 කි. ගවුම් 3 ක සහ කමිස 2 ක මිලෙහි රුපියල් 3100 කි. ගවුමක සහ කමිසයක මිල සොයන්න,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(3*x)+(2*y)=3100,x+y=1200
තැපැල් මුද්දරයක් සහ ලිපි මුද්දරයක්  සඳහා රුපියල් 53 ක්  වැය වේ. තැපැල් මුද්දර 30 ක් සහ ලිපි මුද්දර 20 ක් රුපියල් 1260 ක් වේ නම් තැපැල් මුද්දරයක සහ ලිපි මුද්දරයක මිල වෙන වෙනම සොයන්න,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(20*x)+(33*y)=1260,x+y=50
සීනි ගෝනියක සහ සහල් ගෝනියක මිලෙහි එකතුව රුපියල් 900 කි. සීනි ගෝනි දෙකක සහ සහල් ගෝනි 4 ක මිල 2600කි. සීනි ගෝනියක සහ සහල් ගෝනියක මිල වෙන වෙනම  සොයන්න,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(4*x)+(2*y)=2600,x+y=900
තොප්පියක් සහ කුඩයක් සඳහා ඩොලර් 14 ක් වැය වේ. ඔබ සතුව ඇත. කුඩ 5 ක් සහ  තොප්පි 4 ක් සඳහා ඩොලර් 65 ක් වැය වේ නම් කුඩයක සහ තොප්පියක මිල වෙන වෙනම සොයන්න.,Type02,,,(n1*u1)+(n2*u2)=n3,u1+u2=n4,,(9*x)+(5*y)=190,x+y=30
